map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
zalvidea-moraga-1806,label-fort-tejon,,Fort Tejon,,,circa,35.05,-118.87,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-taft,,Taft,,,circa,35.15,-119.46,exact,settlement,modern,,,,,
zalvidea-moraga-1806,zalvidea-1-mission-santa-ynez,,Mission Santa Ynez,,,circa,34.5964,-119.7693,area,expedition-leg,zalvidea,"Departure, July 20, 1806.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions",
zalvidea-moraga-1806,zalvidea-2-jonatas-las-olivas,,Jonatas — Las Olivas,,,circa,34.668,-119.78,area,expedition-leg,zalvidea,"First stop north of mission, at Las Olivas (present-day Los Olivos area).",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 1)",
zalvidea-moraga-1806,zalvidea-3-saca-alamo-pintado-creek,,Saca — Alamo Pintado Creek,,,circa,34.69,-119.81,area,expedition-leg,zalvidea,Village of Saca on Alamo Pintado Creek.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 1)",
zalvidea-moraga-1806,zalvidea-4-olomosong-sisquoc-river,,Olomosong — Sisquoc River,,,circa,34.85,-120.0,area,expedition-leg,zalvidea,Probably on the Sisquoc R. near the 120th meridian.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 1: 'After 4 leagues further travel')",
zalvidea-moraga-1806,zalvidea-5-geep-south-slope-sierra-madre,,"Geep — South Slope, Sierra Madre",,,circa,34.92,-119.75,area,expedition-leg,zalvidea,"Apparently on the south slope of the Sierra Madre range. After climbing a mountain they came out onto the Cuyama Valley plains. T 10 N, R 28 W.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 1)",
zalvidea-moraga-1806,zalvidea-6-talhulimit,,Talhulimit,,,circa,34.92,-119.68,area,expedition-leg,zalvidea,"Two leagues east of Geep, in the Cuyama Valley.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 1)",
zalvidea-moraga-1806,zalvidea-7-lisahua-salisbury-canyon,,Lisahua — Salisbury Canyon,,,circa,34.85,-119.5,area,expedition-leg,zalvidea,"Probably in lower Salisbury Canyon. T 9 N, R 26 W.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 2)",
zalvidea-moraga-1806,zalvidea-8-camp-lower-santa-barbara-canyon,,Camp — Lower Santa Barbara Canyon,,,circa,34.85,-119.37,area,expedition-leg,zalvidea,"In lower Santa Barbara Canyon. T 9 N, R 25 W.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note (cont.))",
zalvidea-moraga-1806,zalvidea-9-sgene-lower-cuyama-valley,,Sgene — Lower Cuyama Valley,,,circa,34.95,-119.37,area,expedition-leg,zalvidea,"Party bore more to the north and found Sgene. T 10 N, R 25 W.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 3)",
zalvidea-moraga-1806,zalvidea-10-malapoa-bitterwater-santiago-creek,,Malapoa — Bitterwater / Santiago Creek,,,circa,35.1,-119.6,area,expedition-leg,zalvidea,Located by Gifford & Schenck on Bitterwater or Santiago Cr. Identified as Tlamini (Kroeber).,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 4)",
zalvidea-moraga-1806,zalvidea-11-sispetis-se-buena-vista-lake,,Sispetis — SE Buena Vista Lake,,,circa,35.12,-119.35,area,expedition-leg,zalvidea,"Considered to be Pohatan Tinliu, at the SE corner of Buena Vista Lake.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 4: Kroeber (1925, pl. 47))",
zalvidea-moraga-1806,zalvidea-12-buenasvista-8-leagues-north,,Buenasvista — 8 Leagues North,,,circa,35.3,-119.35,area,expedition-leg,zalvidea,Eight leagues north of Bitterwater/Santiago Cr.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 5)",
zalvidea-moraga-1806,zalvidea-13-tejon-el-paso-creek-foothills,,Tejon / El Paso Creek — Foothills,,,circa,35.07,-118.87,area,expedition-leg,zalvidea,"Six leagues from Sispetis to the mouth of Tejon or El Paso Cr. at the edge of the foothills. July 26 reconnaissance explored El Paso, Tejon, and Pastoria creeks.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 6)",
zalvidea-moraga-1806,zalvidea-14-tupal-tejon-ranch-on-el-paso-creek,,Tupal — Tejon Ranch on El Paso Creek,,,circa,35.04,-118.82,area,expedition-leg,zalvidea,Placed doubtfully by Gifford & Schenck at Tejon Ranch on El Paso Cr.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 6)",
zalvidea-moraga-1806,zalvidea-15-tacui-tecuya-creek,,Tacui — Tecuya Creek,,,circa,34.97,-118.98,area,expedition-leg,zalvidea,"Party doubled back west past Grapevine Cr. to Tacui, undoubtedly on Tecuya Cr.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 7)",
zalvidea-moraga-1806,zalvidea-16-yagueleme-kern-river-woilo,,Yagueleme — Kern River / Woilo,,,circa,35.13,-119.05,area,expedition-leg,zalvidea,"Nine leagues north of Tecuya, on the Kern R. Gifford & Schenck identify as Woilo, very close to 9 leagues from Tecuya.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 8)",
zalvidea-moraga-1806,zalvidea-17-eastern-end-of-kern-lake,,Eastern End of Kern Lake,,,circa,35.13,-118.95,area,expedition-leg,zalvidea,The eastern end of Kern Lake.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 9)",
zalvidea-moraga-1806,zalvidea-18-tashlpj-pastoria-grapevine-creek,,Tashlpj — Pastoria / Grapevine Creek,,,circa,35.0,-118.88,area,expedition-leg,zalvidea,"Cook thinks more likely Pastoria on Grapevine Cr. rather than Tejon Cr., since the party arrived at Castaic at the head of Grapevine Cr. on August 7.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 10)",
zalvidea-moraga-1806,zalvidea-19-castaic-head-of-grapevine-creek,,Castaic — Head of Grapevine Creek,,,circa,34.87,-118.87,area,expedition-leg,zalvidea,Party arrived August 7. Beginning the crossing south.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions",
zalvidea-moraga-1806,zalvidea-20-antelope-valley,,Antelope Valley,,,circa,34.75,-118.4,area,expedition-leg,zalvidea,Crossed into Antelope Valley.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 11)",
zalvidea-moraga-1806,zalvidea-21-san-gabriel-mountains-crossing,,San Gabriel Mountains Crossing,,,circa,34.35,-118.15,area,expedition-leg,zalvidea,Party crossed the mountains and went southwest. Several villages of Serrano Indians seen.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 12)",
zalvidea-moraga-1806,zalvidea-22-mission-san-gabriel,,Mission San Gabriel,,,circa,34.0983,-118.1075,area,expedition-leg,zalvidea,Arrival at San Gabriel Mission.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 12)",
zalvidea-moraga-1806,moraga-north-1-mission-san-juan-bautista,,Mission San Juan Bautista,,,circa,36.8446,-121.5385,area,expedition-leg,moraga-north,"Departure, late September 1806. Fr. Pedro Muñoz accompanying as chaplain.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions",
zalvidea-moraga-1806,moraga-north-2-san-benito-river-camp,,San Benito River Camp,,,circa,36.83,-121.47,area,expedition-leg,moraga-north,"1½ leagues from the mission, on the San Benito R.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 13: 'not on Pacheco Cr., as stated by Cutter')",
zalvidea-moraga-1806,moraga-north-3-san-luis-ranch-pacheco-pass,,San Luis Ranch — Pacheco Pass,,,circa,37.06,-121.08,area,expedition-leg,moraga-north,"Camp approximately at San Luis Ranch, where Highway 152 crosses San Luis Cr.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 14)",
zalvidea-moraga-1806,moraga-north-4-santa-rita-camp,,Santa Rita Camp,,,circa,37.08,-120.78,area,expedition-leg,moraga-north,"15 to 20 mi east of San Luis Gonzaga. Near Salt Slough or Paso Slough, 5–6 mi west of the main San Joaquin.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 15: 'The sloughs and channels of the San Joaquin are difficult to locate with precision on a modern map')",
zalvidea-moraga-1806,moraga-north-5-camp-on-the-san-joaquin,,Camp on the San Joaquin,,,circa,37.12,-120.65,area,expedition-leg,moraga-north,"On the San Joaquin R. T 8 S, R 11 E.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 16: villages effaced so thoroughly that modern informants gave no indication they ever existed)",
zalvidea-moraga-1806,moraga-north-6-bear-creek,,Bear Creek,,,circa,37.23,-120.58,area,expedition-leg,moraga-north,Rather than Mariposa Cr. Approximately 3 leagues south of the Merced R.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 18: 'Cutter thinks this was Bear Cr... I see no reason to disagree')",
zalvidea-moraga-1806,moraga-north-7-merced-river-west-of-livingston,,Merced River — West of Livingston,,,circa,37.38,-120.72,area,expedition-leg,moraga-north,"Party which went north reached the Merced R. somewhere west of Livingston, probably at T 6 S, R 11 E.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 19)",
zalvidea-moraga-1806,moraga-north-8-dry-creek,,Dry Creek,,,circa,37.5,-120.82,area,expedition-leg,moraga-north,Undoubtedly Dry Cr. 'The description is valid even today.',,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 21)",
zalvidea-moraga-1806,moraga-north-9-tuolumne-river-area,,Tuolumne River Area,,,circa,37.55,-120.88,area,expedition-leg,moraga-north,Villages seen on the Tuolumne but were deserted. Oak forest environment.,,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook notes 20, 24: Taulames village between the Tuolumne and Stanislaus)",
zalvidea-moraga-1806,moraga-north-10-stanislaus-river-near-modesto,,Stanislaus River — Near Modesto,,,circa,37.63,-120.97,area,expedition-leg,moraga-north,"Remnants of the oak forest can still be seen, extending from the junction with the San Joaquin eastward. Both sides of the river.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 22: 'if it continued in a northwesterly direction from near Modesto')",
zalvidea-moraga-1806,moraga-north-11-upper-stanislaus-knights-ferry-area,,Upper Stanislaus — Knights Ferry Area,,,circa,37.68,-120.72,area,expedition-leg,moraga-north,"Six leagues upstream. Vicinity of Ripon, Riverbank, or Knights Ferry. Limestone bluffs, precipitous. The best guess is the vicinity of Knights Ferry.",,,"Muñoz/Zalvidea diaries via Cook, Colonial Expeditions (Cook note 23)",
